"workclass";"education";"marital_status";"major_ind_code";"occupation";"race";"gender";"full_or_part_emp";"capital_gains";"capital_losses";"state_prev_res";"det_hh_summ";"fam_under_18";"country_self";"year";"income_50k";"YoB"
"self employed incorporated";"bachelors degree(ba ab bs)";"married civilian spouse present";"other professional services";"executive admin and managerial";"white";"male";"children or armed forces";10605;0;;"householder";;"united states";94;">50k";28
"local government";"10th grade";"married civilian spouse present";"public administration";"executive admin and managerial";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";42
"private";"some college but no degree";"never married";"manufacturing durable goods";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";71
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"business and repair services";"professional specialty";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";66
"private";"high school graduate";"married civilian spouse present";"manufacturing durable goods";"precision production craft & repair";"white";"male";"children or armed forces";0;0;;"householder";;"nicaragua";94;"<=50k";51
"self employed not incorporated";"high school graduate";"married civilian spouse present";"social services";"other service";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";60
"private";"associates degree academic program";"married civilian spouse present";"hospital services";"technicians and related support";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";68
"local government";"some college but no degree";"married civilian spouse present";"education";"adm support including clerical";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";45
"local government";"high school graduate";"married civilian spouse present";"education";"other service";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";40
"private";"associates degree academic program";"married spouse absent";"manufacturing nondurable goods";"machine operators assmblrs & inspctrs";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";61
"private";"high school graduate";"divorced";"retail trade";"adm support including clerical";"white";"female";"children or armed forces";0;0;"abroad";"householder";;"united states";94;"<=50k";60
"private";"some college but no degree";"divorced";"manufacturing durable goods";"machine operators assmblrs & inspctrs";"white";"male";"pt for non econ reasons usually ft";0;0;;"householder";;"germany";95;"<=50k";50
"local government";"some college but no degree";"married civilian spouse present";"education";"adm support including clerical";"black";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";33
"private";"some college but no degree";"never married";"medical except hospital";"technicians and related support";"white";"female";"children or armed forces";0;0;"california";"other relative of householder";;"united states";94;"<=50k";71
"state government";"some college but no degree";"married civilian spouse present";"education";"other service";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";74
"private";"high school graduate";"married civilian spouse present";"finance insurance and real estate";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";57
"self employed incorporated";"high school graduate";"married civilian spouse present";"wholesale trade";"sales";"white";"female";"pt for non econ reasons usually ft";0;0;;"spouse of householder";;"united states";95;"<=50k";49
"private";"bachelors degree(ba ab bs)";"never married";"medical except hospital";"professional specialty";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";64
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"manufacturing nondurable goods";"sales";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";59
"private";"some college but no degree";"never married";"wholesale trade";"transportation and material moving";"white";"male";"children or armed forces";0;0;"arizona";"householder";;"united states";94;"<=50k";50
"self employed not incorporated";"doctorate degree(phd edd)";"married civilian spouse present";"medical except hospital";"professional specialty";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";45
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"utilities and sanitary services";"professional specialty";"white";"male";"children or armed forces";0;0;;"spouse of householder";;;94;">50k";40
"private";"bachelors degree(ba ab bs)";"never married";"finance insurance and real estate";"executive admin and managerial";"black";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";64
"private";"bachelors degree(ba ab bs)";"never married";"hospital services";"technicians and related support";"white";"female";"full time schedules";0;0;;"nonrelative of householder";;"united states";95;">50k";64
"local government";"high school graduate";"never married";"education";"adm support including clerical";"white";"female";"full time schedules";0;0;;"householder";;"puerto rico";95;"<=50k";63
"private";"some college but no degree";"never married";"retail trade";"other service";"white";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";60
"private";"high school graduate";"never married";"retail trade";"sales";"white";"male";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";75
"private";"high school graduate";"never married";"construction";"precision production craft & repair";"white";"male";"pt for non econ reasons usually ft";0;0;;"householder";;"united states";95;"<=50k";71
"private";"high school graduate";"never married";"retail trade";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";76
"private";"high school graduate";"married civilian spouse present";"finance insurance and real estate";"executive admin and managerial";"white";"male";"children or armed forces";0;1848;"connecticut";"householder";;"england";94;">50k";40
"private";"some college but no degree";"divorced";"retail trade";"other service";"white";"male";"children or armed forces";0;0;"arizona";"nonrelative of householder";;"united states";94;"<=50k";67
