age;workclass;education;marital_status;occupation;relationship;race;gender;capital_gains;capital_losses;hours_per_week;country_self;income_50k
42;self employed incorporated;bachelors degree(ba ab bs);married civilian spouse present;executive admin and managerial;husband;white;male;0;0;60;united states;>50k
51;self employed not incorporated;high school graduate;married civilian spouse present;sales;husband;asian or pacific islander;male;3103;0;84;vietnam;<=50k
56;local government;associates degree academic program;married civilian spouse present;technicians and related support;husband;white;male;0;0;45;united states;>50k
22;private;some college but no degree;never married;handlers equip cleaners etc;own child;white;male;0;0;40;united states;<=50k
52;self employed not incorporated;some college but no degree;married civilian spouse present;farming forestry and fishing;husband;white;male;0;0;60;united states;<=50k
44;private;bachelors degree(ba ab bs);divorced;executive admin and managerial;unmarried;white;female;4934;0;45;united states;>50k
34;private;high school graduate;married civilian spouse present;adm support including clerical;wife;white;female;4064;0;35;united states;<=50k
51;private;some college but no degree;divorced;precision production craft & repair;not in family;white;male;0;0;42;united states;>50k
19;private;some college but no degree;never married;sales;not in family;white;female;0;0;25;united states;<=50k
37;private;bachelors degree(ba ab bs);married civilian spouse present;executive admin and managerial;husband;white;male;0;0;40;united states;>50k
68;private;high school graduate;married civilian spouse present;machine operators assmblrs & inspctrs;husband;black;male;0;0;40;united states;>50k
22;private;some college but no degree;divorced;protective services;not in family;white;male;0;0;40;united states;<=50k
56;self employed incorporated;bachelors degree(ba ab bs);married civilian spouse present;executive admin and managerial;husband;white;male;0;0;40;united states;<=50k
37;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
52;private;1st 2nd 3rd or 4th grade;married civilian spouse present;machine operators assmblrs & inspctrs;husband;white;male;0;0;40;mexico;<=50k
26;private;high school graduate;separated;handlers equip cleaners etc;own child;white;male;0;0;40;puerto rico;<=50k
33;private;masters degree(ma ms meng med msw mba);married civilian spouse present;professional specialty;husband;white;male;0;0;50;united states;<=50k
45;local government;masters degree(ma ms meng med msw mba);divorced;professional specialty;unmarried;white;female;0;0;42;united states;<=50k
18;private;11th grade;never married;other service;own child;white;male;0;0;15;united states;<=50k
43;self employed not incorporated;some college but no degree;married civilian spouse present;farming forestry and fishing;husband;white;male;0;0;60;united states;>50k
18;private;high school graduate;never married;handlers equip cleaners etc;own child;white;male;0;0;20;united states;<=50k
57;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;>50k
41;private;high school graduate;divorced;adm support including clerical;unmarried;white;female;3674;0;42;united states;<=50k
34;private;masters degree(ma ms meng med msw mba);married civilian spouse present;executive admin and managerial;husband;white;male;0;1887;50;united states;>50k
19;private;high school graduate;never married;sales;unmarried;white;female;0;0;40;united states;<=50k
44;private;9th grade;divorced;other service;unmarried;white;female;0;0;55;dominican republic;<=50k
56;private;10th grade;widowed;other service;unmarried;white;female;0;0;40;united states;<=50k
36;self employed incorporated;high school graduate;married civilian spouse present;farming forestry and fishing;husband;white;male;0;0;80;united states;<=50k
48;private;bachelors degree(ba ab bs);divorced;executive admin and managerial;unmarried;white;female;0;0;48;united states;<=50k
29;private;high school graduate;married civilian spouse present;transportation and material moving;husband;white;male;0;0;40;united states;>50k
33;private;bachelors degree(ba ab bs);never married;precision production craft & repair;not in family;white;male;2174;0;40;united states;<=50k
31;private;5th or 6th grade;married civilian spouse present;other service;husband;white;male;0;0;40;mexico;<=50k
39;private;masters degree(ma ms meng med msw mba);married civilian spouse present;professional specialty;husband;white;male;0;0;45;united states;>50k
66;private;high school graduate;married civilian spouse present;executive admin and managerial;husband;white;male;10605;0;40;united states;>50k
27;private;bachelors degree(ba ab bs);never married;professional specialty;not in family;white;female;0;0;50;united states;>50k
39;private;high school graduate;divorced;executive admin and managerial;unmarried;black;female;99999;0;40;united states;>50k
59;private;7th and 8th grade;married civilian spouse present;precision production craft & repair;husband;white;male;5178;0;50;united states;>50k
26;private;high school graduate;never married;other service;own child;white;female;0;0;40;united states;<=50k
31;private;associates degree occup /vocational;divorced;precision production craft & repair;unmarried;white;male;0;0;40;united states;<=50k
23;private;high school graduate;never married;handlers equip cleaners etc;own child;white;male;0;0;30;united states;<=50k
36;local government;high school graduate;divorced;adm support including clerical;unmarried;white;female;0;0;40;united states;<=50k
34;private;some college but no degree;married civilian spouse present;other service;wife;white;female;0;0;12;united states;>50k
32;private;high school graduate;married civilian spouse present;transportation and material moving;husband;white;male;0;0;84;united states;>50k
37;private;bachelors degree(ba ab bs);married civilian spouse present;professional specialty;husband;black;male;0;0;50;united states;>50k
